score_address,place_address,Facility_Name,Longitude,Latitude,Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore,h3,similarity,rank
2103 GRAND CONCOURSE,2230 GRAND CONCOURSE,CARIDAD RESTAURANT,-73.9004069,40.8561101,3161,18,D7,2,1,43000,2103 GRAND CONCOURSE,BRONX,2031610018,48,D,,0.9542105263157894,1
2034 GRAND CONCOURSE,2230 GRAND CONCOURSE,CARIDAD RESTAURANT,-73.9004069,40.8561101,2813,9,C1,2,1,28000,2034 GRAND CONCOURSE,BRONX,2028130009,64,C,,0.9542105263157894,1
1218 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,832,22,O6,4,1,75547,1218 BROADWAY,MANHATTAN,1008320022,66,C,,0.9538461538461539,1
4240 BROADWAY,4460 BROADWAY,LA CANTINA HEIGHTS,-73.9324851,40.8568015,2163,44,C7,2,1,59200,4240 BROADWAY,MANHATTAN,1021630044,64,C,,0.9538461538461539,1
1226 BROADWAY,1022 BROADWAY,2 CHIX,-73.9327947,40.6954921,832,66,HR,4,1,133394,1226 BROADWAY,MANHATTAN,1008320066,65,C,,0.9538461538461539,1
1270 BROADWAY,1740 BROADWAY,SWEETGREEN,-73.9819014,40.7652837,834,80,O6,4,1,117650,1270 BROADWAY,MANHATTAN,1008340080,47,D,,0.9538461538461539,1
1350 BROADWAY,1501 BROADWAY,ALICART RESTAURANT GROUP,-73.9868683,40.7570967,811,31,O4,4,1,386786,1350 BROADWAY,MANHATTAN,1008110031,85,A,,0.9538461538461539,1
45 BROADWAY,4805 BROADWAY,READY STRONG MEALS,-74.01715,40.78013,20,9,O4,4,1,368315,45 BROADWAY,MANHATTAN,1000200009,63,C,,0.9538461538461539,1
3856 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,2119,5,D7,2,1,46309,3856 BROADWAY,MANHATTAN,1021190005,13,D,,0.9538461538461539,1
3875 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,2137,26,D7,2,1,46680,3875 BROADWAY,MANHATTAN,1021370026,4,D,,0.9538461538461539,1
4180 BROADWAY,4805 BROADWAY,READY STRONG MEALS,-74.01715,40.78013,2145,22,D7,2,1,45666,4180 BROADWAY,MANHATTAN,1021450022,8,D,,0.9538461538461539,1
1328 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,836,7502,R0,2,1,329989,1328 BROADWAY,MANHATTAN,1008367502,60,C,,0.9538461538461539,1
2162 BROADWAY,2672 BROADWAY,ABIGAIL'S,-73.9687981,40.7982465,1168,22,D4,2,1,195491,2162 BROADWAY,MANHATTAN,1011680022,55,C,,0.9538461538461539,1
2841 BROADWAY,2451 BROADWAY,BARZINI'S,-73.9745003,40.7913615,1894,11,H6,4,1,164315,2841 BROADWAY,MANHATTAN,1018940011,46,D,,0.9538461538461539,1
3420 BROADWAY,3920 BROADWAY,GRAN MAYA RESTAURANT,-73.9412975,40.8385576,2071,1,D7,2,1,47166,3420 BROADWAY,MANHATTAN,1020710001,5,D,,0.9538461538461539,1
5530 BROADWAY,53 BROADWAY,LAVENDER LAKE,-73.9663428,40.7106977,3266,23,K2,4,1,34981,5530 BROADWAY,BRONX,2032660023,0,F,,0.9538461538461539,1
1000 BROADWAY,1600 BROADWAY,M&M'S NEW YORK,-73.984355,40.760129,1590,17,D6,2,1,37939,1000 BROADWAY,BROOKLYN,-2147483648,41,D,,0.9538461538461539,1
1411 BROADWAY,1191 BROADWAY,HASINI SHEL BROADWAY,-73.7028631,40.6364006,815,1,O4,4,1,1088074,1411 BROADWAY,MANHATTAN,1008150001,70,B,,0.9538461538461539,1
2373 BROADWAY,2637 BROADWAY,TURKUAZ FINE TURKISH CUISINE,-73.970566,40.797344,1234,7501,R0,2,1,478400,2373 BROADWAY,MANHATTAN,1012347501,56,C,,0.9538461538461539,1
2511 BROADWAY,2451 BROADWAY,BARZINI'S,-73.9745003,40.7913615,1241,52,D4,2,1,280809,2511 BROADWAY,MANHATTAN,1012410052,88,A,,0.9538461538461539,1
2651 BROADWAY,2451 BROADWAY,BARZINI'S,-73.9745003,40.7913615,1872,54,H3,4,1,36730,2651 BROADWAY,MANHATTAN,1018720054,18,D,,0.9538461538461539,1
3139 BROADWAY,33 BROADWAY,LA CABANA ELEGANTE RESTAURANTE,-74.1275701,40.86011,1993,73,C7,2,1,25412,3139 BROADWAY,MANHATTAN,1019930073,4,D,,0.9538461538461539,1
3915 BROADWAY,3151 BROADWAY,FALAFEL ON BROADWAY,-73.9596011,40.8145156,2137,141,D7,2,1,58845,3915 BROADWAY,MANHATTAN,1021370141,1,D,,0.9538461538461539,1
4087 BROADWAY,47 BROADWAY,TGI FRIDAYS,-74.013,40.7065,2142,109,D7,2,1,64896,4087 BROADWAY,MANHATTAN,1021420109,9,D,,0.9538461538461539,1
4260 BROADWAY,4460 BROADWAY,LA CANTINA HEIGHTS,-73.9324851,40.8568015,2164,7501,R0,2,1,134589,4260 BROADWAY,MANHATTAN,1021647501,100,A,,0.9538461538461539,1
3631 BROADWAY,3431 BROADWAY,TRUFA RESTAURANT,-73.9531479,40.8231468,2096,34,D7,2,1,57612,3631 BROADWAY,MANHATTAN,1020960034,33,D,,0.9538461538461539,1
3760 BROADWAY,3570 BROADWAY,HAMILTON'S BAKERY,-73.9496138,40.8271904,2115,1,D7,2,1,47130,3760 BROADWAY,MANHATTAN,1021150001,97,A,,0.9538461538461539,1
4600 BROADWAY,4300 BROADWAY,NORTHEND FOOD HALL,-73.9348941,40.8515873,2172,16,W1,0,1,150191,4600 BROADWAY,MANHATTAN,1021720016,89,A,,0.9538461538461539,1
4079 BROADWAY,47 BROADWAY,CHINA CHALET,-74.012944,40.7065,2142,100,D7,2,1,64816,4079 BROADWAY,MANHATTAN,1021420100,24,D,,0.9538461538461539,1
4672 BROADWAY,47 BROADWAY,CHINA CHALET,-74.012944,40.7065,2175,10,C7,2,1,58640,4672 BROADWAY,MANHATTAN,1021750010,25,D,,0.9538461538461539,1
3975 BROADWAY,3395 BROADWAY,LA FLOR DE BROADWAY,-73.9540176,40.8219073,2138,30,I1,4,1,152765,3975 BROADWAY,MANHATTAN,1021380030,74,B,,0.9538461538461539,1
4005 BROADWAY,4300 BROADWAY,NORTHEND FOOD HALL,-73.9348941,40.8515873,2138,108,D7,2,1,65448,4005 BROADWAY,MANHATTAN,1021380108,1,D,,0.9538461538461539,1
3450 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,2072,64,D7,2,1,32010,3450 BROADWAY,MANHATTAN,1020720064,65,C,,0.9538461538461539,1
4067 BROADWAY,47 BROADWAY,TGI FRIDAYS,-74.013,40.7065,2142,66,D7,2,1,53357,4067 BROADWAY,MANHATTAN,1021420066,43,D,,0.9538461538461539,1
4530 BROADWAY,4300 BROADWAY,NORTHEND FOOD HALL,-73.9348941,40.8515873,2170,96,D7,2,1,62514,4530 BROADWAY,MANHATTAN,1021700096,26,D,,0.9538461538461539,1
5025 BROADWAY,5225 BROADWAY,RIVERDALE INDIAN GRILL,-73.9093599,40.8751724,2243,241,D7,2,1,61380,5025 BROADWAY,MANHATTAN,1022430241,65,C,,0.9538461538461539,1
2290 BROADWAY,2980 BROADWAY,FOGON.2,-73.9629223,40.8086823,1230,43,D6,2,1,165452,2290 BROADWAY,MANHATTAN,1012300043,58,C,,0.9538461538461539,1
1240 BROADWAY,1140 BROADWAY,MTHEORY,-73.988854,40.7439951,833,11,O4,4,1,671734,1240 BROADWAY,MANHATTAN,1008330011,85,A,,0.9538461538461539,1
1311 BROADWAY,1191 BROADWAY,HASINI SHEL BROADWAY,-73.7028631,40.6364006,809,45,W9,4,1,258412,1311 BROADWAY,MANHATTAN,1008090045,39,D,,0.9538461538461539,1
1384 BROADWAY,18 BROADWAY,CHARRY’S,-74.1271132,40.8605509,813,50,O4,4,1,204034,1384 BROADWAY,MANHATTAN,1008130050,69,C,,0.9538461538461539,1
1965 BROADWAY,1605 BROADWAY,BRASSERIE 1605,-73.9848417,40.7605922,1138,7502,R0,2,1,475923,1965 BROADWAY,MANHATTAN,1011387502,89,A,,0.9538461538461539,1
4060 BROADWAY,4300 BROADWAY,NORTHEND FOOD HALL,-73.9348941,40.8515873,2141,13,C7,2,1,36306,4060 BROADWAY,MANHATTAN,1021410013,26,D,,0.9538461538461539,1
25 BROADWAY,2175 BROADWAY,ALLURE RESTAURANT AND LOUNGE,-73.9811686,40.7824227,13,27,O4,4,1,809401,25 BROADWAY,MANHATTAN,1000130027,61,C,,0.9538461538461539,1
2521 BROADWAY,2451 BROADWAY,BARZINI'S,-73.9745003,40.7913615,1242,10,D9,2,1,69000,2521 BROADWAY,MANHATTAN,1012420010,8,D,,0.9538461538461539,1
3653 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,2097,34,D6,2,1,111420,3653 BROADWAY,MANHATTAN,1020970034,89,A,,0.9538461538461539,1
3885 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,2137,80,D7,2,1,71730,3885 BROADWAY,MANHATTAN,1021370080,70,B,,0.9538461538461539,1
4051 BROADWAY,4805 BROADWAY,READY STRONG MEALS,-74.01715,40.78013,2142,30,D7,2,1,68752,4051 BROADWAY,MANHATTAN,1021420030,51,D,,0.9538461538461539,1
4980 BROADWAY,4805 BROADWAY,READY STRONG MEALS,-74.01715,40.78013,2229,1,C7,2,1,45000,4980 BROADWAY,MANHATTAN,1022290001,69,C,,0.9538461538461539,1
1265 BROADWAY,1605 BROADWAY,BRASSERIE 1605,-73.9848417,40.7605922,833,75,D6,2,1,62612,1265 BROADWAY,MANHATTAN,1008330075,14,D,,0.9538461538461539,1
25 PARK PLACE,23 PARK PLACE,CARLOS ROSARIO,-74.008664,40.7133249,124,11,O5,4,1,26705,25 PARK PLACE,MANHATTAN,1001240011,20,D,,0.9538461538461539,1
2720 BROADWAY,2672 BROADWAY,ABIGAIL'S,-73.9687981,40.7982465,1876,20,N2,0,1,102275,2720 BROADWAY,MANHATTAN,1018760020,54,D,,0.9538461538461539,1
4841 BROADWAY,4421 BROADWAY,LEGACY BAR & GRILL,-73.9332584,40.8557665,2238,42,C7,2,1,44275,4841 BROADWAY,MANHATTAN,1022380042,1,D,,0.9538461538461539,1
4861 BROADWAY,4961 BROADWAY,GARDEN CAFE,-73.9204777,40.8680518,2238,23,D7,2,1,158247,4861 BROADWAY,MANHATTAN,1022380023,8,D,,0.9538461538461539,1
5731 BROADWAY,53 BROADWAY,LAVENDER LAKE,-73.9663428,40.7106977,5760,161,D7,2,1,73455,5731 BROADWAY,BRONX,2057600161,81,B,,0.9538461538461539,1
1080 BROADWAY,1900 BROADWAY,EPICERIE BOULUD,-73.981644,40.771677,1600,7,H3,4,1,29708,1080 BROADWAY,BROOKLYN,-2147483648,7,D,,0.9538461538461539,1
3458 BROADWAY,35 BROADWAY,PATRIZIAS,-74.012746,40.706693,2073,1,D6,2,1,91274,3458 BROADWAY,MANHATTAN,1020730001,38,D,,0.9538461538461539,1
3643 BROADWAY,3431 BROADWAY,TRUFA RESTAURANT,-73.9531479,40.8231468,2097,27,D6,2,1,123314,3643 BROADWAY,MANHATTAN,1020970027,57,C,,0.9538461538461539,1
3770 BROADWAY,3570 BROADWAY,HAMILTON'S BAKERY,-73.9496138,40.8271904,2115,5,D7,2,1,99076,3770 BROADWAY,MANHATTAN,1021150005,34,D,,0.9538461538461539,1
4041 BROADWAY,4421 BROADWAY,LEGACY BAR & GRILL,-73.9332584,40.8557665,2142,22,D7,2,1,70920,4041 BROADWAY,MANHATTAN,1021420022,6,D,,0.9538461538461539,1
6469 BROADWAY,6697 BROADWAY,SPANGLISH BAR & RESTAURANT,-73.8967689,40.9114331,5851,7501,R0,2,1,74516,6469 BROADWAY,BRONX,2058517501,93,A,,0.9538461538461539,1
2 PARK AVENUE,2 PARK AVE,TIMO LUNCH,-73.9823115,40.7460519,862,29,O4,4,1,852731,2 PARK AVENUE,MANHATTAN,1008620029,76,B,,0.9538461538461538,1
52-02 FLUSHING AVENUE,52-20 FLUSHING AVE,EL FOGON DE TITI DELI RESTAURANT,-73.914086,40.714187,2632,12,E9,4,1,41300,52-02 FLUSHING AVENUE,QUEENS,-2147483648,0,F,,0.9537037037037037,1
2098 FREDERICK DOUGLASS BLVD.,2076 FREDERICK DOUGLASS BLVD,DRAGON ONE CHINESE RESTAURANT,-73.9567618,40.8020386,1829,7501,R0,2,1,100805,2098 FREDERICK DOUGLASS BLVD.,MANHATTAN,1018297501,54,D,,0.9533661740558291,1
78-14 ROOSEVELT AVENUE,78-17 ROOSEVELT AVE,LOS CAFETALES BAKERY AND RESTAURANT,-73.8870037,40.7473797,1489,7501,R0,2,1,61229,78-14 ROOSEVELT AVENUE,QUEENS,-2147483648,0,F,,0.9531100478468899,1
10 HANOVER SQUARE,10 HANOVER SQ,LENWICH,-74.0090331,40.7045873,31,1,D6,2,1,487404,10 HANOVER SQUARE,MANHATTAN,1000310001,15,D,,0.9529411764705882,1
200 VARICK STREET,200 VARICK ST,THE STATION,-74.0051628,40.7281324,520,1,O6,4,1,436629,200 VARICK STREET,MANHATTAN,1005200001,77,B,,0.9529411764705882,1
100 HUDSON STREET,100 HUDSON ST,PLAYA BOWLS,-74.0300004,40.7373423,179,56,D4,2,1,73954,100 HUDSON STREET,MANHATTAN,1001790056,77,B,,0.9529411764705882,1
111 FULTON STREET,111 FULTON ST,MELT SHOP,-74.0067882,40.7098554,91,7502,R0,2,1,221213,111 FULTON STREET,MANHATTAN,1000917502,11,D,,0.9529411764705882,1
42-35 MAIN STREET,42-35 MAIN ST,HUNDRED TASTE,-73.8277978,40.7547968,5135,7502,R0,2,1,268168,42-35 MAIN STREET,QUEENS,-2147483648,46,D,,0.9529411764705882,1
502 HUDSON STREET,502 HUDSON ST,DELI,-74.0062671,40.7333095,619,1,D8,0,2,37721,502 HUDSON STREET,MANHATTAN,1006190001,30,D,,0.9529411764705882,1
590 FULTON STREET,590 FULTON ST,GOTHAM MARKET AT THE ASHLAND,-73.9786614,40.6878983,2107,7501,R0,2,1,590656,590 FULTON STREET,BROOKLYN,-2147483648,39,D,,0.9529411764705882,1
406 BROOME STREET,406 BROOME ST,KETCHY SHUBY,-73.9977899,40.7210308,482,7501,R0,2,1,74539,406 BROOME STREET,MANHATTAN,1004827501,2,D,,0.9529411764705882,1
33 JUNCTION BLVD,37-38 JUNCTION BLVD,PARIS BAGUETTE,-73.8705938,40.7503116,1710,7501,R0,2,1,25536,33 JUNCTION BLVD,QUEENS,-2147483648,0,F,,0.9526315789473684,1
120 BROADWAY,81-20 BROADWAY,PAKSHALA RESTAURANT & GRILL,-73.8834478,40.7429866,47,7501,R0,2,1,1736513,120 BROADWAY,MANHATTAN,1000477501,80,B,,0.9523809523809524,1
170 AMSTERDAM AVENUE,1701 AMSTERDAM AVE,FALAFEL TARBOOSH,-73.947764,40.824642,1158,12,D6,2,1,229636,170 AMSTERDAM AVENUE,MANHATTAN,1011580012,69,C,,0.952037037037037,1
1412 BROADWAY,114 BROADWAY,EL EDEN,-74.1704737,40.7542395,815,14,O4,4,1,361767,1412 BROADWAY,MANHATTAN,1008150014,66,C,,0.951923076923077,1
2460 BROADWAY,264 BROADWAY,EL PILÓN RESTAURANTE,-74.16914,40.7598256,1239,23,D4,2,1,150033,2460 BROADWAY,MANHATTAN,1012390023,91,A,,0.951923076923077,1
408 BROADWAY,4805 BROADWAY,READY STRONG MEALS,-74.01715,40.78013,196,5,O5,4,1,56210,408 BROADWAY,MANHATTAN,1001960005,34,D,,0.951923076923077,1
394 BROADWAY,3496 BROADWAY,BLESS BAR & KITCHEN,-73.9512733,40.8249511,195,6,O5,4,1,25340,394 BROADWAY,MANHATTAN,1001950006,83,B,,0.951923076923077,1
428 BROADWAY,4892 BROADWAY,INWOOD BAR AND GRILL,-73.9225085,40.8671209,209,5,O5,4,1,42000,428 BROADWAY,MANHATTAN,1002090005,43,D,,0.951923076923077,1
2508 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,1241,23,HR,4,1,60218,2508 BROADWAY,MANHATTAN,1012410023,22,D,,0.951923076923077,1
3074 BROADWAY,347 BROADWAY,LAS TAINAS,-73.9558832,40.7078245,1976,61,D7,2,1,41184,3074 BROADWAY,MANHATTAN,1019760061,74,B,,0.951923076923077,1
1360 ST NICHOLAS AVENUE,1306 ST NICHOLAS AVE,LOLA LOLA RESTAURANT,-73.9361639,40.8456949,2153,1,D7,2,2,517910,1360 ST NICHOLAS AVENUE,MANHATTAN,1021530001,15,D,,0.9518840579710144,1
2053 FREDRICK DOUGLASS BLVD,2076 FREDERICK DOUGLASS BLVD,DRAGON ONE CHINESE RESTAURANT,-73.9567618,40.8020386,1846,44,D7,2,1,37822,2053 FREDRICK DOUGLASS BLVD,MANHATTAN,1018460044,100,A,,0.9516754850088184,1
1211 MADISON AVENUE,121 MADISON AVE,SHINPI OMAKASE,-73.9845455,40.7453829,1499,20,D4,2,1,116190,1211 MADISON AVENUE,MANHATTAN,1014990020,52,D,,0.9508771929824562,1
2657 BEDFORD AVENUE,265 BEDFORD AVE,HEALTHY WAY ORGANIC MARKET,-73.9608852,40.7147416,5225,34,C7,2,1,27840,2657 BEDFORD AVENUE,BROOKLYN,-2147483648,4,D,,0.9508771929824562,1
1217 MADISON AVENUE,121 MADISON AVE,SHINPI OMAKASE,-73.9845455,40.7453829,1499,51,D4,2,1,181011,1217 MADISON AVENUE,MANHATTAN,1014990051,32,D,,0.9508771929824562,1
3349 WEBSTER AVENUE,334 WEBSTER AVE,NEW ROCHELLE NEW YORK,-73.9689857,40.6335212,3355,121,D6,2,1,88155,3349 WEBSTER AVENUE,BRONX,2033550121,78,B,,0.9508771929824562,1
175-02 JAMAICA AVENUE,175-09 JAMAICA AVE,SPREADY’S BAKERY,-73.7853877,40.7080842,10215,1,W1,0,1,96000,175-02 JAMAICA AVENUE,QUEENS,-2147483648,19,D,,0.9507936507936509,1
172-17 JAMAICA AVENUE,172-07 JAMAICA AVE,TAQUERÍA RESTAURANT VACILON,-73.7894341,40.7074112,9808,7501,R0,2,1,36960,172-17 JAMAICA AVENUE,QUEENS,-2147483648,67,C,,0.9507936507936509,1
1710 CORTELYOU ROAD,1017 CORTELYOU RD,BURGER BHAI,-73.9685184,40.6395424,5160,1,D1,2,1,133716,1710 CORTELYOU ROAD,BROOKLYN,-2147483648,27,D,,0.9507739938080495,1
30-02 BROADWAY,2030 BROADWAY,WONDER,-73.9818652,40.7767392,587,34,C7,2,1,64896,30-02 BROADWAY,QUEENS,-2147483648,2,D,,0.9505494505494506,1
50-10 BROADWAY,1500 BROADWAY,JOLLIBEE,-73.9856708,40.7567917,736,2,D1,2,5,292000,50-10 BROADWAY,QUEENS,-2147483648,0,F,,0.9505494505494506,1
10624 AVENUE D,4621 AVENUE D,NEW WING CHEUNG,-73.9325355,40.6421427,8138,205,F1,4,1,37400,10624 AVENUE D,BROOKLYN,-2147483648,0,F,,0.9505494505494506,1
4101 WHITE PLAINS ROAD,4120 WHITE PLAINS RD,KRYSTAL RESTAURANT,-73.8582734,40.8910933,4832,9,Y2,0,1,11250,4101 WHITE PLAINS ROAD,BRONX,2048320009,50,D,,0.9503030303030303,1
1585 WHITE PLAINS ROAD,1556 WHITE PLAINS RD,AJO Y OREGANO,-73.8636971,40.8395519,3927,11,D1,2,1,63750,1585 WHITE PLAINS ROAD,BRONX,2039270011,50,D,,0.9503030303030303,1
41-05 COLLEGE POINT BOULEVARD,41-08 COLLEGE POINT BLVD,HEY KITCHEN,-73.833814,40.755912,5039,7502,R0,2,1,66560,41-05 COLLEGE POINT BOULEVARD,QUEENS,-2147483648,80,B,,0.9502873563218391,1
100 UNITED NATIONS PLAZA,1 UNITED NATIONS PLZ,AMBASSADOR GRILL,-73.9688642,40.750545,1341,7503,R0,2,1,469819,100 UNITED NATIONS PLAZA,MANHATTAN,1013417503,6,D,,0.9500000000000001,1
5 BEEKMAN STREET,5 BEEKMAN ST,LE GRATIN,-74.0066796,40.7113402,90,7503,R0,2,2,313980,5 BEEKMAN STREET,MANHATTAN,1000907503,1,D,,0.95,1
432 LINCOLN ROAD,43 LINCOLN RD,IX RESTAURANT,-73.9614398,40.6608549,4791,23,W2,4,1,34185,432 LINCOLN ROAD,BROOKLYN,-2147483648,3,D,,0.95,1
1105 MORRISON AVENUE,1105 MORRIS AVE,MIGHTY QUINN'S BARBEQUE,-74.2339747,40.6830359,3744,39,C7,2,1,46275,1105 MORRISON AVENUE,BRONX,2037440039,22,D,,0.95,1
25 MURRAY STREET,25 MURRAY ST,MUM'S BAKESHOP,-74.0084692,40.7137439,134,7505,R0,2,1,144330,25 MURRAY STREET,MANHATTAN,1001347505,15,D,,0.95,1
64 BAYARD STREET,64 BAYARD ST,美丽华,-73.9977742,40.7154761,2722,10,D3,0,1,85152,64 BAYARD STREET,BROOKLYN,-2147483648,99,A,,0.95,1
250 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,124,24,O4,4,1,541195,250 BROADWAY,MANHATTAN,1001240024,74,B,,0.9499999999999998,1
377 BROADWAY,347 BROADWAY,LAS TAINAS,-73.9558832,40.7078245,175,7501,R0,2,1,100650,377 BROADWAY,MANHATTAN,1001757501,29,D,,0.9499999999999998,1
777 BROADWAY,787 BROADWAY,CHINA FUN 88,-74.1099335,40.6741304,3131,6,K2,4,1,30080,777 BROADWAY,BROOKLYN,-2147483648,8,D,,0.9499999999999998,1
568 BROADWAY,588 BROADWAY,"MANGIA SOHO - ITALIAN RESTAURANT, LUNCH & CORPORATE CATERING",-73.9970825,40.7248825,511,1,O6,4,1,286250,568 BROADWAY,MANHATTAN,1005110001,52,D,,0.9499999999999998,1
772 BROADWAY,787 BROADWAY,CHINA FUN 88,-74.1099335,40.6741304,555,1,D4,2,1,718220,772 BROADWAY,MANHATTAN,1005550001,49,D,,0.9499999999999998,1
258 BROADWAY,280 BROADWAY,POTBELLY SANDWICH SHOP,-74.0059285,40.7143572,134,25,D4,2,1,88320,258 BROADWAY,MANHATTAN,1001340025,23,D,,0.9499999999999998,1
541 BROADWAY,574 BROADWAY,LATINOS BBQ RESTAURANT,-74.1631514,40.7700824,3076,6,O2,4,1,52648,541 BROADWAY,BROOKLYN,-2147483648,97,A,,0.9499999999999998,1
549 BROADWAY,574 BROADWAY,LATINOS BBQ RESTAURANT,-74.1631514,40.7700824,498,11,O6,4,1,243442,549 BROADWAY,MANHATTAN,1004980011,68,C,,0.9499999999999998,1
636 BROADWAY,643 BROADWAY,TUCCI - NEW YORK,-73.9959157,40.7267024,522,12,O6,4,1,131743,636 BROADWAY,MANHATTAN,1005220012,88,A,,0.9499999999999998,1
350 AVENUE X,385 AVENUE X,LAVASHUZN1,-73.9686915,40.5908405,7196,1,W1,0,2,76540,350 AVENUE X,BROOKLYN,-2147483648,77,B,,0.9499999999999998,1
132 AVENUE D,125 AVENUE D,MICHELLE,-73.9758219,40.72411,362,10,D3,2,6,380833,132 AVENUE D,MANHATTAN,1003620010,0,F,,0.9499999999999998,1
514 BROADWAY,574 BROADWAY,LATINOS BBQ RESTAURANT,-74.1631514,40.7700824,483,13,D0,2,1,76550,514 BROADWAY,MANHATTAN,1004830013,37,D,,0.9499999999999998,1
546 BROADWAY,574 BROADWAY,LATINOS BBQ RESTAURANT,-74.1631514,40.7700824,497,9,K4,4,1,96000,546 BROADWAY,MANHATTAN,1004970009,35,D,,0.9499999999999998,1
770 BROADWAY,787 BROADWAY,CHINA FUN 88,-74.1099335,40.6741304,554,1,O6,4,1,940000,770 BROADWAY,MANHATTAN,1005540001,74,B,,0.9499999999999998,1
836 BROADWAY,873 BROADWAY,FAJIRA,-73.9903416,40.7381401,564,39,O5,4,1,56827,836 BROADWAY,MANHATTAN,1005640039,55,C,,0.9499999999999998,1
384 BROADWAY,324 BROADWAY,POKE BOWL,-74.1230084,40.6582058,195,2,O5,4,1,43300,384 BROADWAY,MANHATTAN,1001950002,93,A,,0.9499999999999998,1
632 BROADWAY,643 BROADWAY,TUCCI - NEW YORK,-73.9959157,40.7267024,522,10,O6,4,1,150603,632 BROADWAY,MANHATTAN,1005220010,82,B,,0.9499999999999998,1
658 BROADWAY,618 BROADWAY,TU PAIS RESTAURANT,-74.1622153,40.7715982,529,7501,R0,2,1,94279,658 BROADWAY,MANHATTAN,1005297501,80,B,,0.9499999999999998,1
557 BROADWAY,527 BROADWAY,SUBWAY,-74.1175024,40.6651121,498,9,O6,4,1,112500,557 BROADWAY,MANHATTAN,1004980009,32,D,,0.9499999999999998,1
1102 WASHINGTON AVENUE,1120 WASHINGTON AVE,MASALA MAMA,-73.9610447,40.6619119,2371,6,C1,2,1,26935,1102 WASHINGTON AVENUE,BRONX,2023710006,13,D,,0.9496012759170653,1
111 NOSTRAND AVENUE,1110 NOSTRAND AVE,HELLO BAR AND BITES,-73.9508299,40.6606388,1738,1,D3,2,12,780000,111 NOSTRAND AVENUE,BROOKLYN,-2147483648,0,F,,0.9494324045407637,1
1539 LEXINGTON AVENUE,159 LEXINGTON AVE,PENELOPE,-73.981465,40.743703,1626,21,D3,2,2,200300,1539 LEXINGTON AVENUE,MANHATTAN,1016260021,0,F,,0.9492063492063492,1
1290 LEXINGTON AVENUE,120 LEXINGTON AVE,DECCAN SPICE NEW YORK,-73.9826565,40.7429203,1516,13,D6,2,1,151184,1290 LEXINGTON AVENUE,MANHATTAN,1015160013,18,D,,0.9492063492063492,1
3042 GRAND CONCOURSE,2230 GRAND CONCOURSE,CARIDAD RESTAURANT,-73.9004069,40.8561101,3309,42,C7,2,1,32785,3042 GRAND CONCOURSE,BRONX,2033090042,84,B,,0.9491228070175438,1
2790 GRAND CONCOURSE,760 GRAND CONCOURSE,EL SAZON DEL MUJERON REST,-73.9239672,40.8234333,3304,103,C7,2,1,57525,2790 GRAND CONCOURSE,BRONX,2033040103,79,B,,0.9491228070175438,1
1700 GRAND CONCOURSE,760 GRAND CONCOURSE,EL SAZON DEL MUJERON REST,-73.9239672,40.8234333,2823,46,D3,2,1,154656,1700 GRAND CONCOURSE,BRONX,2028230046,57,C,,0.9491228070175438,1
1780 GRAND CONCOURSE,760 GRAND CONCOURSE,EL SAZON DEL MUJERON REST,-73.9239672,40.8234333,2795,14,O3,4,1,243047,1780 GRAND CONCOURSE,BRONX,2027950014,57,C,,0.9491228070175438,1
2701 GRAND CONCOURSE,760 GRAND CONCOURSE,EL SAZON DEL MUJERON REST,-73.9239672,40.8234333,3314,51,D1,2,1,93000,2701 GRAND CONCOURSE,BRONX,2033140051,47,D,,0.9491228070175438,1
2780 GRAND CONCOURSE,760 GRAND CONCOURSE,EL SAZON DEL MUJERON REST,-73.9239672,40.8234333,3304,98,C1,2,1,84300,2780 GRAND CONCOURSE,BRONX,2033040098,63,C,,0.9491228070175438,1
1560 GRAND CONCOURSE,760 GRAND CONCOURSE,EL SAZON DEL MUJERON REST,-73.9239672,40.8234333,2821,32,D7,2,1,139650,1560 GRAND CONCOURSE,BRONX,2028210032,100,A,,0.9491228070175438,1
1650 GRAND CONCOURSE,760 GRAND CONCOURSE,EL SAZON DEL MUJERON REST,-73.9239672,40.8234333,2823,1,I1,4,1,480769,1650 GRAND CONCOURSE,BRONX,2028230001,87,A,,0.9491228070175438,1
2558 GRAND CONCOURSE,598 GRAND CONCOURSE,RSL DREAM RESTAURANT AND LOUNGE,-73.9263385,40.8197445,3154,22,C7,2,1,35100,2558 GRAND CONCOURSE,BRONX,2031540022,5,D,,0.9491228070175438,1
